counts,number of items in equivalence class,isoforms in equivalence class
151,35,"ENST00000346299,ENST00000393223,ENST00000674528,ENST00000674610,ENST00000674924,ENST00000674950,ENST00000674968,ENST00000674974,ENST00000674989,ENST00000675022,ENST00000675030,ENST00000675174,ENST00000675196,ENST00000675288,ENST00000675320,ENST00000675362,ENST00000675454,ENST00000675477,ENST00000675636,ENST00000675652,ENST00000675660,ENST00000675848,ENST00000675910,ENST00000675922,ENST00000675933,ENST00000675981,ENST00000676027,ENST00000676146,ENST00000676166,ENST00000676177,ENST00000676268,ENST00000676272,ENST00000676378,ENST00000676388,ENST00000676440"
151,4,"ENST00000264027,ENST00000392789,ENST00000527762,ENST00000534230"
151,3,"ENST00000227155,ENST00000342935,ENST00000525210"
150,1,ENST00000309602
150,10,"ENST00000301764,ENST00000535283,ENST00000539426,ENST00000540166,ENST00000679588,ENST00000680367,ENST00000680602,ENST00000681188,ENST00000681803,ENST00000681935"
150,11,"ENST00000301764,ENST00000535283,ENST00000540166,ENST00000679588,ENST00000679712,ENST00000680075,ENST00000680357,ENST00000680367,ENST00000680717,ENST00000681803,ENST00000681935"
150,2,"ENST00000281182,ENST00000374752"
150,3,"ENST00000329143,ENST00000528759,ENST00000533655"
149,11,"ENST00000339995,ENST00000396525,ENST00000524932,ENST00000525681,ENST00000526148,ENST00000527526,ENST00000528562,ENST00000530702,ENST00000531416,ENST00000532082,ENST00000532570"
149,2,"ENST00000255681,ENST00000675777"
149,4,"ENST00000419197,ENST00000527958,ENST00000529887,ENST00000530272"
149,1,ENST00000326294
149,3,"ENST00000263681,ENST00000527458,ENST00000532497"
148,2,"ENST00000279281,ENST00000533827"
148,6,"ENST00000320934,ENST00000524507,ENST00000525027,ENST00000530269,ENST00000532301,ENST00000676339"
148,4,"ENST00000308110,ENST00000524647,ENST00000529374,ENST00000533035"
148,9,"ENST00000278460,ENST00000378615,ENST00000378618,ENST00000395460,ENST00000525895,ENST00000526827,ENST00000527784,ENST00000528488,ENST00000534249"
148,3,"ENST00000265471,ENST00000531383,ENST00000532585"
147,4,"ENST00000294119,ENST00000301935,ENST00000534176,ENST00000616865"
147,3,"ENST00000263774,ENST00000528192,ENST00000530295"
147,5,"ENST00000256196,ENST00000414023,ENST00000529237,ENST00000534746,ENST00000537760"
147,1,ENST00000323981
147,5,"ENST00000313468,ENST00000524810,ENST00000526339,ENST00000526446,ENST00000528492"
147,4,"ENST00000260287,ENST00000292079,ENST00000528014,ENST00000532984"
147,11,"ENST00000355527,ENST00000407721,ENST00000525346,ENST00000526780,ENST00000527316,ENST00000682708,ENST00000682880,ENST00000683287,ENST00000683714,ENST00000685320,ENST00000690257"
147,7,"ENST00000392708,ENST00000525652,ENST00000527606,ENST00000529196,ENST00000529886,ENST00000531491,ENST00000649491"
146,1,ENST00000531120
146,2,"ENST00000350777,ENST00000527410"
146,5,"ENST00000311172,ENST00000409314,ENST00000409418,ENST00000409853,ENST00000422375"
146,1,ENST00000526267
145,9,"ENST00000528498,ENST00000530131,ENST00000530749,ENST00000534683,ENST00000544551,ENST00000645495,ENST00000645527,ENST00000646663,ENST00000647231"
145,2,"ENST00000241041,ENST00000378750"
145,2,"ENST00000227135,ENST00000532692"
145,9,"ENST00000354420,ENST00000356187,ENST00000397604,ENST00000397614,ENST00000397615,ENST00000438658,ENST00000525701,ENST00000533410,ENST00000534797"
145,4,"ENST00000346178,ENST00000356638,ENST00000529737,ENST00000648273"
145,5,"ENST00000312055,ENST00000354558,ENST00000526876,ENST00000527333,ENST00000529230"
145,2,"ENST00000309602,ENST00000393952"
144,8,"ENST00000359513,ENST00000524625,ENST00000526508,ENST00000528494,ENST00000529655,ENST00000530500,ENST00000531933,ENST00000683050"
144,19,"ENST00000352187,ENST00000395123,ENST00000395124,ENST00000524863,ENST00000525474,ENST00000526621,ENST00000528187,ENST00000529112,ENST00000529494,ENST00000529554,ENST00000529748,ENST00000529896,ENST00000530005,ENST00000530316,ENST00000532795,ENST00000533051,ENST00000533235,ENST00000533245,ENST00000533524"
144,4,"ENST00000325207,ENST00000524854,ENST00000526104,ENST00000527696"
143,4,"ENST00000227758,ENST00000530675,ENST00000532672,ENST00000613397"
143,3,"ENST00000278568,ENST00000356341,ENST00000528203"
143,8,"ENST00000352187,ENST00000395123,ENST00000395124,ENST00000525474,ENST00000529113,ENST00000529554,ENST00000530005,ENST00000533524"
143,7,"ENST00000256996,ENST00000378600,ENST00000378601,ENST00000378603,ENST00000614825,ENST00000616278,ENST00000622878"
143,5,"ENST00000227758,ENST00000530675,ENST00000531259,ENST00000532672,ENST00000613397"
143,1,ENST00000294258
143,1,ENST00000326402
142,11,"ENST00000526656,ENST00000530473,ENST00000531968,ENST00000532519,ENST00000534233,ENST00000543287,ENST00000612687,ENST00000614711,ENST00000617285,ENST00000621959,ENST00000652093"
142,6,"ENST00000358171,ENST00000524558,ENST00000525876,ENST00000526638,ENST00000533603,ENST00000649490"
142,5,"ENST00000334211,ENST00000359373,ENST00000393609,ENST00000426523,ENST00000429686"
142,7,"ENST00000279146,ENST00000525341,ENST00000682699,ENST00000683237,ENST00000683856,ENST00000684006,ENST00000684657"
142,7,"ENST00000346178,ENST00000356638,ENST00000532402,ENST00000534613,ENST00000534779,ENST00000540933,ENST00000648273"
142,4,"ENST00000490820,ENST00000525639,ENST00000527447,ENST00000682836"
142,11,"ENST00000263645,ENST00000381036,ENST00000464784,ENST00000475945,ENST00000481687,ENST00000492252,ENST00000492627,ENST00000526072,ENST00000527343,ENST00000530648,ENST00000533417"
142,5,"ENST00000389506,ENST00000534358,ENST00000649699,ENST00000686588,ENST00000691053"
142,3,"ENST00000345732,ENST00000532491,ENST00000533306"
142,19,"ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000636404,ENST00000638850,ENST00000639704,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682"
142,19,"ENST00000263578,ENST00000525770,ENST00000527004,ENST00000532125,ENST00000533839,ENST00000685484,ENST00000685601,ENST00000685765,ENST00000685844,ENST00000686242,ENST00000686888,ENST00000687699,ENST00000688588,ENST00000689283,ENST00000689477,ENST00000689765,ENST00000690512,ENST00000692039,ENST00000692336"
142,2,"ENST00000344762,ENST00000529051"
141,8,"ENST00000334211,ENST00000359373,ENST00000393605,ENST00000393609,ENST00000426523,ENST00000427971,ENST00000429686,ENST00000455638"
141,4,"ENST00000375490,ENST00000540163,ENST00000541475,ENST00000542140"
141,7,"ENST00000362034,ENST00000450904,ENST00000541265,ENST00000541279,ENST00000544567,ENST00000565125,ENST00000567045"
141,11,"ENST00000265636,ENST00000265637,ENST00000393800,ENST00000393801,ENST00000524845,ENST00000524904,ENST00000527403,ENST00000529710,ENST00000529907,ENST00000531244,ENST00000534534"
141,2,"ENST00000320580,ENST00000524784"
141,4,"ENST00000281428,ENST00000429175,ENST00000527786,ENST00000534087"
140,5,"ENST00000339995,ENST00000527419,ENST00000528562,ENST00000530702,ENST00000532570"
140,5,"ENST00000359005,ENST00000434101,ENST00000525303,ENST00000533012,ENST00000533632"
140,3,"ENST00000200135,ENST00000535142,ENST00000538209"
140,8,"ENST00000419348,ENST00000421577,ENST00000443524,ENST00000451739,ENST00000530266,ENST00000531058,ENST00000532081,ENST00000532505"
140,21,"ENST00000338663,ENST00000377889,ENST00000377890,ENST00000377891,ENST00000535296,ENST00000536981,ENST00000538084,ENST00000539891,ENST00000541425,ENST00000544377,ENST00000679908,ENST00000680002,ENST00000680134,ENST00000680297,ENST00000680631,ENST00000680725,ENST00000680729,ENST00000681232,ENST00000681467,ENST00000681569,ENST00000681657"
140,2,"ENST00000379965,ENST00000425490"
140,8,"ENST00000361723,ENST00000420244,ENST00000528737,ENST00000531147,ENST00000533703,ENST00000674617,ENST00000675163,ENST00000676340"
140,8,"ENST00000279146,ENST00000525341,ENST00000682324,ENST00000682699,ENST00000683237,ENST00000683856,ENST00000684006,ENST00000684657"
139,8,"ENST00000279146,ENST00000525341,ENST00000528641,ENST00000682324,ENST00000682699,ENST00000683237,ENST00000683856,ENST00000684006"
139,3,"ENST00000394900,ENST00000529479,ENST00000534084"
139,8,"ENST00000339997,ENST00000341307,ENST00000354497,ENST00000356000,ENST00000377819,ENST00000536011,ENST00000537981,ENST00000540798"
139,3,"ENST00000490820,ENST00000527447,ENST00000682836"
139,1,ENST00000357519
139,4,"ENST00000239614,ENST00000374979,ENST00000526629,ENST00000674284"
139,2,"ENST00000263773,ENST00000540172"
139,11,"ENST00000263398,ENST00000278385,ENST00000278386,ENST00000279452,ENST00000352818,ENST00000415148,ENST00000425428,ENST00000428726,ENST00000433892,ENST00000434472,ENST00000526669"
139,4,"ENST00000409479,ENST00000409548,ENST00000409655,ENST00000482937"
139,5,"ENST00000279281,ENST00000529180,ENST00000530773,ENST00000534124,ENST00000534557"
138,5,"ENST00000000442,ENST00000405666,ENST00000406310,ENST00000545035,ENST00000677967"
138,2,"ENST00000054950,ENST00000528630"
138,10,"ENST00000227266,ENST00000527018,ENST00000676612,ENST00000678395,ENST00000678464,ENST00000678506,ENST00000678520,ENST00000678554,ENST00000678915,ENST00000679224"
138,5,"ENST00000300013,ENST00000524803,ENST00000529318,ENST00000531581,ENST00000531751"
138,10,"ENST00000311027,ENST00000342922,ENST00000349238,ENST00000395336,ENST00000395344,ENST00000402192,ENST00000402799,ENST00000405573,ENST00000406482,ENST00000407859"
138,6,"ENST00000253925,ENST00000389547,ENST00000526262,ENST00000532504,ENST00000644155,ENST00000648755"
137,2,"ENST00000348124,ENST00000526995"
137,3,"ENST00000318312,ENST00000419755,ENST00000526760"
137,1,ENST00000530584
137,20,"ENST00000352187,ENST00000395123,ENST00000395124,ENST00000524863,ENST00000525474,ENST00000526621,ENST00000528187,ENST00000529112,ENST00000529494,ENST00000529554,ENST00000529748,ENST00000529896,ENST00000530005,ENST00000530316,ENST00000532278,ENST00000532795,ENST00000533051,ENST00000533235,ENST00000533245,ENST00000533524"
137,14,"ENST00000380542,ENST00000399614,ENST00000430811,ENST00000448187,ENST00000455338,ENST00000526115,ENST00000526842,ENST00000528968,ENST00000529361,ENST00000530064,ENST00000531291,ENST00000532325,ENST00000534372,ENST00000620138"
137,3,"ENST00000528313,ENST00000532073,ENST00000674194"
137,9,"ENST00000334211,ENST00000359373,ENST00000393605,ENST00000393609,ENST00000426523,ENST00000429686,ENST00000455638,ENST00000536885,ENST00000542596"
136,5,"ENST00000334274,ENST00000432887,ENST00000527661,ENST00000528107,ENST00000531632"
136,2,"ENST00000301770,ENST00000335613"
136,1,ENST00000418331
136,21,"ENST00000338663,ENST00000377889,ENST00000377890,ENST00000377891,ENST00000535296,ENST00000538084,ENST00000541425,ENST00000544377,ENST00000679908,ENST00000680002,ENST00000680134,ENST00000680297,ENST00000680610,ENST00000680631,ENST00000680725,ENST00000680729,ENST00000681107,ENST00000681232,ENST00000681467,ENST00000681569,ENST00000681657"
136,7,"ENST00000236671,ENST00000367196,ENST00000429746,ENST00000433655,ENST00000637815,ENST00000637915,ENST00000678991"
136,22,"ENST00000338663,ENST00000377889,ENST00000377890,ENST00000377891,ENST00000535296,ENST00000536981,ENST00000538084,ENST00000539891,ENST00000541425,ENST00000544377,ENST00000679908,ENST00000680002,ENST00000680134,ENST00000680610,ENST00000680631,ENST00000680725,ENST00000680729,ENST00000681107,ENST00000681232,ENST00000681467,ENST00000681569,ENST00000681657"
136,5,"ENST00000319023,ENST00000525200,ENST00000525593,ENST00000527963,ENST00000530055"
136,3,"ENST00000278927,ENST00000417453,ENST00000435477"
136,2,"ENST00000299424,ENST00000693612"
136,16,"ENST00000399817,ENST00000527146,ENST00000533141,ENST00000602569,ENST00000616316,ENST00000679962,ENST00000680081,ENST00000680197,ENST00000680261,ENST00000680344,ENST00000680619,ENST00000681276,ENST00000681810,ENST00000681833,ENST00000681900,ENST00000681914"
135,10,"ENST00000395850,ENST00000415002,ENST00000426650,ENST00000445143,ENST00000533403,ENST00000642928,ENST00000651485,ENST00000651785,ENST00000652086,ENST00000652678"
135,2,"ENST00000330796,ENST00000331079"
135,40,"ENST00000358694,ENST00000361332,ENST00000361391,ENST00000361796,ENST00000399050,ENST00000415361,ENST00000426142,ENST00000428599,ENST00000524630,ENST00000525902,ENST00000526357,ENST00000526772,ENST00000527467,ENST00000528232,ENST00000528621,ENST00000529526,ENST00000529873,ENST00000529986,ENST00000530094,ENST00000530748,ENST00000531007,ENST00000531014,ENST00000532245,ENST00000532463,ENST00000532649,ENST00000532787,ENST00000532844,ENST00000533667,ENST00000534579,ENST00000673683,ENST00000673781,ENST00000673810,ENST00000673826,ENST00000674015,ENST00000674060,ENST00000674106,ENST00000674116,ENST00000682621,ENST00000683201,ENST00000683769"
135,4,"ENST00000349215,ENST00000396253,ENST00000438420,ENST00000544218"
135,5,"ENST00000304538,ENST00000358825,ENST00000360871,ENST00000423662,ENST00000528746"
135,14,"ENST00000299427,ENST00000533371,ENST00000642892,ENST00000643439,ENST00000643516,ENST00000644218,ENST00000644683,ENST00000644810,ENST00000644933,ENST00000645285,ENST00000645620,ENST00000647152,ENST00000647209,ENST00000682424"
134,5,"ENST00000278422,ENST00000378312,ENST00000525035,ENST00000528110,ENST00000529403"
134,5,"ENST00000294187,ENST00000398802,ENST00000526898,ENST00000527174,ENST00000534028"
134,2,"ENST00000312419,ENST00000529704"
134,3,"ENST00000265689,ENST00000356135,ENST00000525155"
134,20,"ENST00000338663,ENST00000377889,ENST00000377890,ENST00000377891,ENST00000535296,ENST00000536981,ENST00000538084,ENST00000539891,ENST00000544377,ENST00000680134,ENST00000680297,ENST00000680610,ENST00000680631,ENST00000680725,ENST00000680729,ENST00000681107,ENST00000681232,ENST00000681467,ENST00000681569,ENST00000681657"
134,2,"ENST00000326674,ENST00000534775"
134,4,"ENST00000538426,ENST00000541478,ENST00000543004,ENST00000543988"
133,4,"ENST00000343338,ENST00000354599,ENST00000399602,ENST00000620374"
133,7,"ENST00000298852,ENST00000530651,ENST00000530887,ENST00000530912,ENST00000531051,ENST00000602866,ENST00000619920"
133,7,"ENST00000325207,ENST00000526104,ENST00000526982,ENST00000527468,ENST00000527696,ENST00000528357,ENST00000530889"
133,6,"ENST00000333256,ENST00000435795,ENST00000437110,ENST00000451491,ENST00000485682,ENST00000496468"
133,12,"ENST00000263645,ENST00000381036,ENST00000464784,ENST00000475945,ENST00000481687,ENST00000492252,ENST00000492627,ENST00000493525,ENST00000526072,ENST00000527343,ENST00000530648,ENST00000533417"
133,6,"ENST00000338369,ENST00000357519,ENST00000531115,ENST00000532229,ENST00000533037,ENST00000533045"
133,13,"ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000408948,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000509502,ENST00000513765,ENST00000677303,ENST00000677688,ENST00000679216"
133,5,"ENST00000382671,ENST00000431206,ENST00000525665,ENST00000528906,ENST00000532097"
132,6,"ENST00000279146,ENST00000528641,ENST00000682659,ENST00000682699,ENST00000683856,ENST00000684657"
132,3,"ENST00000394900,ENST00000529479,ENST00000532173"
132,19,"ENST00000340437,ENST00000394888,ENST00000413184,ENST00000413232,ENST00000439958,ENST00000448745,ENST00000449811,ENST00000450000,ENST00000477890,ENST00000535222,ENST00000536145,ENST00000536548,ENST00000537162,ENST00000539952,ENST00000541963,ENST00000543545,ENST00000544585,ENST00000544990,ENST00000626926"
132,9,"ENST00000260049,ENST00000337131,ENST00000343898,ENST00000393703,ENST00000393705,ENST00000393707,ENST00000404792,ENST00000497194,ENST00000620017"
132,3,"ENST00000333256,ENST00000380996,ENST00000451491"
132,1,ENST00000530019
132,13,"ENST00000525964,ENST00000527944,ENST00000530396,ENST00000534532,ENST00000534548,ENST00000685324,ENST00000688263,ENST00000688672,ENST00000689205,ENST00000689387,ENST00000690149,ENST00000690743,ENST00000691025"
132,3,"ENST00000254605,ENST00000530762,ENST00000533907"
132,5,"ENST00000419755,ENST00000530165,ENST00000531863,ENST00000532677,ENST00000541961"
132,5,"ENST00000325207,ENST00000526104,ENST00000526982,ENST00000527696,ENST00000527728"
131,8,"ENST00000227503,ENST00000334944,ENST00000377387,ENST00000377390,ENST00000377394,ENST00000413951,ENST00000433274,ENST00000681407"
131,3,"ENST00000310999,ENST00000430466,ENST00000534488"
131,6,"ENST00000294066,ENST00000377350,ENST00000433890,ENST00000435926,ENST00000439069,ENST00000444560"
131,4,"ENST00000399817,ENST00000616316,ENST00000680197,ENST00000680344"
131,7,"ENST00000278568,ENST00000356341,ENST00000524847,ENST00000528592,ENST00000528633,ENST00000529248,ENST00000530617"
131,14,"ENST00000236671,ENST00000367196,ENST00000427721,ENST00000429746,ENST00000433655,ENST00000438213,ENST00000636397,ENST00000636571,ENST00000636615,ENST00000636843,ENST00000637387,ENST00000637815,ENST00000637915,ENST00000678991"
131,2,"ENST00000228136,ENST00000525684"
131,3,"ENST00000298317,ENST00000532674,ENST00000533628"
131,4,"ENST00000279247,ENST00000524773,ENST00000527323,ENST00000533820"
131,13,"ENST00000351554,ENST00000395850,ENST00000415002,ENST00000437761,ENST00000445143,ENST00000525763,ENST00000527577,ENST00000527926,ENST00000528700,ENST00000534312,ENST00000642928,ENST00000651785,ENST00000652678"
130,4,"ENST00000294119,ENST00000301935,ENST00000529640,ENST00000616865"
130,4,"ENST00000531572,ENST00000533626,ENST00000651655,ENST00000677121"
130,5,"ENST00000426335,ENST00000524782,ENST00000527776,ENST00000533243,ENST00000627920"
130,9,"ENST00000227266,ENST00000527018,ENST00000676612,ENST00000677661,ENST00000677802,ENST00000678464,ENST00000678554,ENST00000678915,ENST00000679224"
130,2,"ENST00000281187,ENST00000525095"
130,1,ENST00000531818
130,10,"ENST00000346178,ENST00000356638,ENST00000525994,ENST00000526210,ENST00000529737,ENST00000532402,ENST00000534613,ENST00000534779,ENST00000540933,ENST00000648273"
129,14,"ENST00000354420,ENST00000356187,ENST00000397604,ENST00000397614,ENST00000397615,ENST00000438658,ENST00000524464,ENST00000527485,ENST00000529115,ENST00000529306,ENST00000529368,ENST00000531149,ENST00000533410,ENST00000534797"
129,1,ENST00000340067
129,3,"ENST00000323213,ENST00000531120,ENST00000532444"
128,3,"ENST00000281038,ENST00000528850,ENST00000529771"
128,3,"ENST00000304511,ENST00000528105,ENST00000532180"
128,1,ENST00000394818
128,8,"ENST00000279247,ENST00000524773,ENST00000526468,ENST00000526954,ENST00000527323,ENST00000529133,ENST00000533129,ENST00000533820"
128,5,"ENST00000227758,ENST00000528344,ENST00000530675,ENST00000532672,ENST00000613397"
128,12,"ENST00000312049,ENST00000315422,ENST00000377313,ENST00000377316,ENST00000377321,ENST00000377326,ENST00000394374,ENST00000394376,ENST00000440873,ENST00000450708,ENST00000672079,ENST00000672304"
128,5,"ENST00000256996,ENST00000378601,ENST00000610805,ENST00000614825,ENST00000617847"
